Survived,Pclass,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,"Categorized_age_(0, 10]","Categorized_age_(10, 20]","Categorized_age_(20, 30]","Categorized_age_(30, 40]","Categorized_age_(40, 50]","Categorized_age_(50, 60]","Categorized_age_(60, 70]","Categorized_age_(70, 80]"
0,3,0,0,0.9469432706978255,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.442805759510192,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0.8590902399212491,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,1,2,2.1805559407036412,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,0,1.4842998393467859,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,2.39361170001974,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,0,0,0.8893017025063102,1,0,0,1,0,0,0,0,0,0,0,0,0
1,3,2,0,1.3664229572259727,0,1,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,-1.0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,2,0,0,1.0916669575956846,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,2,2.1805559407036412,0,1,0,0,1,1,0,0,0,0,0,0,0
1,1,0,0,2.0448661425064016,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2.037027879755775,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,1,0,1.380211241711606,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1.7553350809127826,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1.9199056024948609,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,2,2.418922451590457,1,0,1,0,0,0,1,0,0,0,0,0,0
0,2,1,1,1.414973347970818,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,1,1,1.4191293077419758,0,1,0,0,1,0,0,0,0,1,0,0,0
1,3,0,0,0.8951019559858993,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,1,0,1.414973347970818,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1.146128035678238,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,0,2,2.2171329451128217,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,1,2.128722284338427,1,0,1,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0.8603380065709937,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,1.0916669575956846,1,0,0,1,0,0,0,1,0,0,0,0,0
1,2,1,1,1.462397997898956,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,8,2,1.8422971343280652,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,2.1323663284011247,1,0,1,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0.7950105586314463,0,1,0,0,1,0,0,0,0,0,0,1,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,0,1,0,0,0,0
1,3,1,1,1.3122831657914784,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,1.7632722186425993,1,0,1,0,0,0,1,0,0,0,0,0,0
1,3,2,0,1.3664229572259727,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1.4548448600085102,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,2.1860022688507756,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,2,0,1.255272505103306,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,1,0,2.1259689630925562,1,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,1.823474229170301,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,2.128722284338427,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,1.550228353055094,0,1,0,0,1,0,0,0,0,1,0,0,0
1,2,1,1,1.414973347970818,0,1,0,0,1,1,0,0,0,0,0,0,0
1,1,3,2,2.419955748489758,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1.1139433523068367,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1.1139433523068367,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1.1139433523068367,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,0,1,0,0,0,0
1,3,1,0,1.2068258760318498,1,0,0,0,1,0,0,0,0,0,0,0,0
1,3,1,1,1.2013971243204515,0,1,0,0,1,1,0,0,0,0,0,0,0
0,3,0,0,0.9376432476198632,0,1,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.9649663748310979,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.5440680443502757,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,1,1,0.8590902399212491,0,1,1,0,0,0,1,0,0,0,0,0,0
0,3,1,0,1.250420002308894,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8588378514285855,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0.9777236052888477,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,0,1,1.7403626894942439,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,0,1,0,0,0,0
1,3,0,0,0.8964821244409461,1,0,0,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8964821244409461,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,1,4,1.4456042032735976,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,1,0,1.442805759510192,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,0,1,1.1599940596732181,1,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0,0,0.8481891169913987,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,1,0,1.1903316981702914,0,1,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0.8603380065709937,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,1.876506504265881,1,0,1,0,0,0,0,0,0,0,1,0,0
1,3,0,0,0.8590902399212491,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8893017025063102,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1.8407332346118068,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1.7438365385103145,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,1,0,0.8126326448917517,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,2.1323663284011247,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,3,1,1.32376758329678,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,1.9147175152064853,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8603380065709937,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,2,2.325310371711061,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0.6034150454129286,0,1,1,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0.8907003976988751,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,2.35702912303943,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,0,2,1.1970516315015716,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0.8989992708897891,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,1.7160033436347992,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,0,0,0,0,0,0
0,2,0,0,1.866287339084195,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,5,2,1.6711728427150832,0,1,0,0,1,1,0,0,0,0,0,0,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.888134545203536,0,1,0,1,0,0,0,0,0,0,0,0,0
1,2,0,0,1.0791812460476249,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,2,2.0791812460476247,0,1,0,0,1,0,0,0,1,0,0,0,0
1,3,0,0,0.8918606888331484,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,2,0,0.8989992708897891,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,2.0541340708512235,1,0,1,0,0,0,0,1,0,0,0,0,0
1,3,0,2,1.2227164711475833,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8918606888331484,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8951019559858993,1,0,0,0,1,0,0,0,1,0,0,0,0
0,2,0,0,1.414973347970818,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,0,0,1.021189299069938,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,1.1020905255118367,1,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0,0,0.8989992708897891,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,1,0,0.9923325590474643,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1,0,1.2000292665537702,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.9376432476198632,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,0,1.3222192947339193,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.8893017025063102,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,1,1,1.2730012720637376,0,1,0,0,1,1,0,0,0,0,0,0,0
0,3,0,0,0.8907003976988751,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,3,1,1.4059726723039303,1,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8362164783722401,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1.954242509439325,1,0,0,1,0,0,0,0,1,0,0,0,0
0,2,0,0,-1.0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,3,0,0,0.8989992708897891,0,1,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.9057958803678685,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,1,1.5118833609788744,1,0,0,0,1,0,0,0,1,0,0,0,0
1,2,0,2,1.1139433523068367,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2,0,0,1.1139433523068367,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,2,1.382917135087531,1,0,0,0,1,1,0,0,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0.8883648582082291,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,0,0,0.8962505624616381,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,1,1,1.1583624920952498,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1,1,1.3056200329144576,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,0,0,0.8603380065709937,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,1.414973347970818,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,1.414973347970818,1,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0,0,0.8893017025063102,0,1,0,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,1.424064525417488,0,1,0,0,1,0,0,1,0,0,0,0,0
1,3,1,0,1.2068258760318498,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1,0,1.414973347970818,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.8527848686805478,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1,1,0,1.7474118078864234,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,1,2,2.0791812460476247,1,0,0,0,1,0,1,0,0,0,0,0,0
0,3,2,2,1.536242706838319,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,2,3,1.2730012720637376,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,4,2.419955748489758,0,1,0,0,1,0,0,0,0,0,0,1,0
0,2,0,0,1.021189299069938,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,1,1,1.4191293077419758,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.9777236052888477,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,1,0,0.8907003976988751,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0,0,0.9091547098084257,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,2,1.9130627211511082,0,1,0,0,1,1,0,0,0,0,0,0,0
1,2,0,1,1.290034611362518,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,1,0,0,0,0
1,3,2,1,1.284617947731168,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1.4842998393467859,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,2,1.443262987458695,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,1,0,1.3003062927015678,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1.443262987458695,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1.9498981753481495,0,1,1,0,0,0,0,0,0,1,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
1,3,0,0,0.8973961391554461,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1.7148534478370294,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,0,1.021189299069938,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.8893017025063102,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1.5854607295085006,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,0,0,1.1139433523068367,0,1,0,0,1,0,0,0,0,1,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8481891169913987,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,0,0,-1.0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,0,1,0,0
0,3,0,0,0.8878984880968722,0,1,0,1,0,0,0,0,0,0,0,0,0
1,3,2,1,1.284617947731168,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0.8603380065709937,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.9376432476198632,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,1,2,1.443262987458695,1,0,0,0,1,0,0,0,1,0,0,0,0
1,2,0,0,1.1396178017171812,1,0,1,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0.992884745367121,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.7160033436347992,0,1,0,0,1,0,0,0,0,0,0,0,0
0,2,1,0,1.3222192947339193,0,1,0,0,1,0,0,0,1,0,0,0,0
0,3,1,0,0.8479303112651577,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8762640396749158,0,1,0,0,1,0,0,1,0,0,0,0,0
1,3,0,1,1.089463530840192,1,0,0,0,1,1,0,0,0,0,0,0,0
0,3,5,2,1.6711728427150832,0,1,0,0,1,1,0,0,0,0,0,0,0
0,2,0,0,-1.0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,1,0,0,0
1,3,0,0,0.9817053769570374,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1.959419207306397,0,1,1,0,0,0,0,1,0,0,0,0,0
0,3,3,1,1.4059726723039303,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1.954242509439325,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1.4727564493172123,0,1,1,0,0,0,0,0,0,0,1,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,1,0,0,0,0,0
1,3,1,1,1.2013971243204515,0,1,0,0,1,1,0,0,0,0,0,0,0
0,3,1,0,1.3003062927015678,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8603380065709937,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.4842998393467859,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,1.694642046599124,0,1,1,0,0,0,0,0,0,0,0,0,1
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,1.160117231822824,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1.8935770228194533,1,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,0,1.1789769472931695,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,2,2.1805559407036412,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8918606888331484,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.9376432476198632,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,0,0,0.8893017025063102,1,0,0,1,0,0,0,1,0,0,0,0,0
0,3,0,0,0.8824790001041621,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0.9817053769570374,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,1.9370161074648142,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,0,2.037027879755775,0,1,1,0,0,0,1,0,0,0,0,0,0
1,2,0,2,1.414973347970818,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,1.3526647996511005,0,1,0,0,1,0,0,1,0,0,0,0,0
1,3,0,0,1.752016162781856,0,1,0,0,1,0,0,1,0,0,0,0,0
1,3,0,0,0.8893017025063102,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1.4197492856943776,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,1.7737864449811935,1,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,0,0.8748179903590257,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.5317445218427028,0,1,0,0,1,0,0,0,0,1,0,0,0
1,2,0,0,1.021189299069938,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,1.382917135087531,0,1,0,1,0,0,0,0,0,0,0,0,0
1,2,1,0,1.414973347970818,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,1.9708116108725178,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8588378514285855,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1.7632722186425993,1,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0,0,0.8590902399212491,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0.8893017025063102,0,1,0,1,0,0,0,0,0,1,0,0,0
1,2,0,0,1.021189299069938,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,2.345920812557891,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8989992708897891,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,2,1,1.0606978403536116,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2,1,1,1.414973347970818,1,0,0,0,1,1,0,0,0,0,0,0,0
0,3,0,0,0.8590902399212491,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,1,1,0.8590902399212491,0,1,1,0,0,0,1,0,0,0,0,0,0
1,3,0,2,1.3494387791478988,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0.9376432476198632,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,2,1.4191293077419758,1,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,2.0270436588491743,1,0,1,0,0,0,0,1,0,0,0,0,0
0,3,0,0,1.1613680022349748,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,2,1.6946051989335686,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,2,1.8512583487190752,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,4,2,1.4951973183654574,1,0,0,0,1,1,0,0,0,0,0,0,0
0,3,4,2,1.4951973183654574,1,0,0,0,1,0,1,0,0,0,0,0,0
1,2,1,0,1.414973347970818,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,2.0270436588491743,0,1,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1.414973347970818,0,1,0,0,1,0,0,0,0,0,0,1,0
1,2,1,0,1.414973347970818,1,0,0,0,1,0,1,0,0,0,0,0,0
1,2,0,0,1.1418415591572164,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,1,1,1.3122831657914784,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,1,1,1.5652573434202137,0,1,0,0,1,1,0,0,0,0,0,0,0
1,1,0,2,2.0448661425064016,0,1,1,0,0,0,1,0,0,0,0,0,0
0,2,0,0,1.414973347970818,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8937173874301432,0,1,0,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8588378514285855,0,1,1,0,0,0,0,1,0,0,0,0,0
1,3,0,0,0.8907003976988751,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,1.424064525417488,0,1,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1.5976951859255124,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,2.35702912303943,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1.9011857801371503,1,0,0,0,1,0,0,0,1,0,0,0,0
1,3,1,0,1.2405492482825997,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,0,0,0.8893017025063102,0,1,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,0,0,1.130333768495006,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.9057958803678685,1,0,0,0,1,0,0,0,0,0,0,0,0
0,3,2,0,1.382917135087531,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8973961391554461,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,0,4,1.32376758329678,1,0,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.8590902399212491,0,1,1,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8951019559858993,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,0,0,1.021189299069938,0,1,0,0,1,0,0,0,0,0,0,1,0
1,1,2,0,1.7116317892369115,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,1.4213982463157129,0,1,0,0,1,0,0,0,1,0,0,0,0
1,3,0,0,0.8893017025063102,1,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,1,0,0,0,0,0,0
0,3,0,0,1.1613680022349748,0,1,0,0,1,0,1,0,0,0,0,0,0
1,2,0,0,1.1139433523068367,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,1.7474118078864234,1,0,0,0,1,0,0,0,1,0,0,0,0
0,3,1,0,1.160117231822824,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0.8989992708897891,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,1,1,1.4771212547196624,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,1,2.0448661425064016,1,0,1,0,0,0,0,0,1,0,0,0,0
0,2,0,0,1.414973347970818,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,1.6034150454129286,0,1,1,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0.9401427911060658,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,2,1.9011857801371503,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2,0,0,1.1760912590556813,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,1,1,1.8987251815894934,0,1,1,0,0,0,0,0,0,0,1,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,1,0,0,0,0,0
0,3,0,0,0.9057958803678685,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0.8527848686805478,0,1,0,0,1,0,0,0,1,0,0,0,0
